ticker,date,ev,evebit,evebitda,marketcap,pb,pe,ps
APLD,2/16/2024,739.6,-24.6,-175.6,590.7,3.8,-16.6,5.2
APLE,2/16/2024,5094.7,22.5,12.4,3644.9,1.1,22.9,2.7
APLM,2/16/2024,30.8,-0.1,-0.1,55.4,1,-0.1,
APLS,2/16/2024,7806.5,-13.5,-13.6,8150.4,35.1,-13.4,29.9
APLT,2/16/2024,378.6,-3.9,-3.9,415.5,-37.6,-4.3,39
APM,2/16/2024,9.7,-0.7,-0.8,9.7,0.4,-0.7,8.1
APO,2/16/2024,56579.2,14.5,12.1,63969.2,7.6,22.4,2.4
APOG,2/16/2024,1329.7,9.4,6.8,1210.5,2.7,11.6,0.9
APP,2/16/2024,22959.9,58.2,26.5,20104.4,18.3,193.6,6.6
APPF,2/16/2024,8365.2,1046,228.4,8373.6,28.2,3099,13.5
APPN,2/16/2024,2860.7,-31.7,-35.4,2732.7,52.2,-24.5,5
APPS,2/16/2024,679.6,-3.9,-7.4,355,0.8,-1.8,0.6
APRE,2/16/2024,-3.6,0.2,0.2,21.8,1.1,-1.6,38.3
APT,2/16/2024,45.6,9.2,7.8,62.5,1,16.9,1.1
APTO,2/16/2024,0.7,0,0,15.3,2,-0.3,
APTV,2/16/2024,27058.7,20.9,12.3,22032.7,1.9,7.6,1.1
APVO,2/16/2024,-10.8,0.7,0.7,2.7,0.2,-0.2,
APWC,2/16/2024,33.3,4,2.4,27,0.2,7,0.1
APXI,2/16/2024,124.5,44.7,44.7,123,-28,45.1,
APYX,2/16/2024,72.7,-4.5,-4.7,80.4,2.4,-5.3,1.6
AQB,2/16/2024,0,0,0,9,0.1,-0.4,3.8
AQMS,2/16/2024,39.2,-2.3,-2.4,61.8,1.7,-3.5,2472
AQN,2/16/2024,12539.1,12126.8,27.2,4139.4,0.8,-17.2,1.5
AQST,2/16/2024,264.5,-43.8,-55.6,179.9,-1.7,-14.9,3.7
AQU,2/16/2024,50.1,42.7,42.7,49.3,-12.7,55.5,
AR,2/16/2024,11782.6,27,10.4,7276.5,1,30,1.6
ARAY,2/16/2024,403.4,-37.9,-71.6,275.7,5.8,-19,0.6
ARBB,2/16/2024,10.6,0.5,0.3,66.6,0.2,2.6,0.3
ARBE,2/16/2024,122.2,-2.5,-2.6,145.7,3.1,-3.2,114.5
ARBK,2/16/2024,208.1,-0.9,-1.1,132.4,-35.9,-0.5,2.2
ARC,2/16/2024,160.5,8.6,4.3,116.4,0.7,10.4,0.4
ARCB,2/16/2024,3556.2,15.2,9.4,3361.4,2.8,18.3,0.7
ARCC,2/16/2024,23104.6,10.9,10.9,11733.6,1,7.7,4.5
ARCH,2/16/2024,2789.2,4.9,3.9,2937.5,2,6.3,0.9
ARCO,2/16/2024,3927.4,12.2,8.5,2478.7,5.6,13.8,0.6
ARCT,2/16/2024,686.7,7.5,7.3,986.6,3.5,9.9,3.3
ARDX,2/16/2024,2099.2,-94.8,-119.7,2098.5,11,-79,15.6
ARE,2/16/2024,31525.1,177.3,24.8,20870.2,1.1,225.8,7.2
AREB,2/16/2024,3.9,-0.9,-1,1.4,0.1,-0.3,0.1
AREC,2/16/2024,125.2,9.6,12.6,112.7,7.7,9.9,5.3
AREN,2/16/2024,162.7,-3.4,-8.5,44.1,-0.7,-0.7,0.2
ARES,2/16/2024,54475.8,34.9,28.6,41464.2,23.9,99.2,11.8
ARGX,2/16/2024,20712.2,-41.9,-54.8,21947.4,6.8,-49.2,1999
ARHS,2/16/2024,2049.8,10.8,8.2,1832.1,5.9,13,1.4
ARI,2/16/2024,8281.1,141.4,123.9,1551.7,0.7,33.8,4.5
ARIS,2/16/2024,949.7,18.4,7.5,544.6,1.7,35.6,1.5
ARIZ,2/16/2024,51.6,30.9,30.9,49,-7.7,43.9,
ARKO,2/16/2024,3264.5,22.4,12.2,939.1,3.3,23.3,0.1
ARKR,2/16/2024,143.6,-27,-217.2,50.8,1,-8.1,0.3
ARL,2/16/2024,422.6,4.9,4.2,323.5,0.5,6.5,6.5
ARLO,2/16/2024,801.2,-18.4,-20.7,838.4,9.3,-18.7,1.8
ARLP,2/16/2024,2647.6,3.4,2.5,2470.7,1.4,3.4,0.9
ARM,2/16/2024,130613.2,194.7,149.3,131943.2,26.4,251.8,49.3
ARMK,2/16/2024,14072.6,11.2,7.9,8101.9,2.8,12.9,0.4
ARMN,2/16/2024,569,6.2,4.6,406.2,0.7,653.1,1
ARMP,2/16/2024,190.1,-3.3,-3.3,106.3,-8.6,-1.8,26.2
AROC,2/16/2024,4324.6,19.5,11.1,2707.6,3.1,32.8,2.9
AROW,2/16/2024,322.8,7.4,6.4,418.2,1.2,12.1,3.1
ARQ,2/16/2024,86.1,-5.3,-11.7,117.5,0.7,-6.3,1.2
ARQQ,2/16/2024,51.4,-0.6,-0.6,96.5,1.2,-1.1,120.6
ARQT,2/16/2024,974.5,-4.1,-4.2,877.8,18.8,-3.3,17.9
ARR,2/16/2024,12293.9,-105.8,-105.8,936.8,0.8,-6.7,-10.9
ARRW,2/16/2024,130.7,-58.9,-58.9,127,-5.7,-39.2,
ARRY,2/16/2024,2740.4,14,10.7,2216.8,8,40.5,1.4
ARTL,2/16/2024,2.7,-0.3,-0.3,5.3,0.4,-0.6,
ARTNA,2/16/2024,544.9,17.7,12.4,367.7,1.6,23.7,3.7
ARTW,2/16/2024,18.8,12.4,7.9,10.6,0.9,15.9,0.3
ARVN,2/16/2024,2763.2,-9.7,-9.9,2878.4,6.3,-9.7,17.2
ARW,2/16/2024,9713.5,6.5,5.8,6124,1.1,6.8,0.2
ARWR,2/16/2024,3712.9,-13.4,-14.1,3652.5,22.8,-12.3,20.1
ARYD,2/16/2024,90.7,-56,-56,89,-7.7,-54.9,
AS,2/16/2024,13892.3,432.8,60.6,7737.5,2210.7,-30.6,2.2
ASAI,2/16/2024,9016.6,11.6,8.6,3703,4.3,22.6,0.3
ASAN,2/16/2024,4226.9,-15.1,-17,4212.6,12.7,-14.5,6.7
ASB,2/16/2024,5033.1,24.4,19.9,3148.7,0.8,18.4,3.1
ASC,2/16/2024,722.5,5.6,4.5,675.3,1.3,6,1.7
ASCA,2/16/2024,42.5,57.5,57.5,41.1,-9.5,55.6,
ASCB,2/16/2024,82.2,12,12,82.7,-12.6,12.1,
ASGN,2/16/2024,5525.8,14.9,11.7,4569.9,2.4,20.3,1
ASH,2/16/2024,5646.8,43.4,14.4,4616.8,1.5,28.3,2.2
ASLE,2/16/2024,544.3,135.8,35.9,500.5,1.1,78.7,1.5
ASLN,2/16/2024,6.4,-0.2,-0.2,8.9,-10.1,-0.2,0.7
ASM,2/16/2024,60.7,43.1,17.6,59.5,0.8,63.9,1.8
ASMB,2/16/2024,36.9,-0.5,-0.5,62.6,1.5,-0.9,
ASML,2/16/2024,362913.5,36.6,33.8,365465.2,25.3,43.4,12.3
ASND,2/16/2024,9296,-20.1,-21,9024.9,-57.6,-17.4,31.5
ASNS,2/16/2024,7.1,-0.7,-0.7,3,3.6,-0.4,0.4
ASO,2/16/2024,6645.4,9.4,8.2,5120.9,2.9,10.1,0.8
ASPI,2/16/2024,136.9,-10.2,-10.2,138.5,16,-10.3,
ASPN,2/16/2024,1274.8,-22.5,-31.4,1233.7,3,-22.5,5.8
ASPS,2/16/2024,250.3,-14.6,-33.8,75,-0.7,-1.4,0.5
ASR,2/16/2024,9148.4,11.5,10.1,9114.6,3.9,16.4,6.5
ASRT,2/16/2024,42.9,-0.2,-0.2,80.9,0.4,-0.4,0.5
ASRV,2/16/2024,147.4,42.3,26.5,49.9,0.5,17.1,0.9
ASST,2/16/2024,3.9,-1,-1,7.9,2,-2.1,30.5
ASTC,2/16/2024,2.5,-0.2,-0.3,13.1,0.3,-1.3,6.6
ASTE,2/16/2024,866.8,24.3,13.9,811.6,1.3,46.1,0.6
ASTI,2/16/2024,9.4,-0.6,-0.7,2.2,-0.8,-0.1,4.7
ASTL,2/16/2024,905.4,10,5.3,870.3,0.8,20.5,0.4
ASTR,2/16/2024,42.9,-0.3,-0.4,44.1,5.5,-0.3,45.8
ASTS,2/16/2024,685,-10.6,-25.1,748.8,5.9,-11.7,
ASUR,2/16/2024,235.2,-307.9,11.9,258.7,1.3,-38.7,2.1
ASX,2/16/2024,11967.7,8.2,2.6,8256.7,0.9,8.2,0.4
ASXC,2/16/2024,62,-0.8,-0.8,79.8,1.7,-1,14.2
ASYS,2/16/2024,69.4,-3.3,-4.4,65.4,0.8,-3.4,0.6
ATAI,2/16/2024,245.7,-4.2,-4.2,305.5,1.1,-4.6,914.7
ATAT,2/16/2024,2623.3,27.5,21.6,2652.8,10.5,43.4,5
ATCH,2/16/2024,10.7,41.3,3.2,48.5,4.9,370.2,5.3
ATEC,2/16/2024,2530.8,-15.9,-24.2,2115.4,-47.9,-12.3,4.7
ATEK,2/16/2024,134.2,32.6,32.6,134.6,-11.3,54,
ATEN,2/16/2024,858.9,20.9,17.3,963.1,4.9,24,3.7
ATER,2/16/2024,27.6,-0.3,-0.3,40.2,1,-0.5,0.2
ATEX,2/16/2024,659.6,36.2,34.4,716,4.2,45.2,202.3
ATGE,2/16/2024,2557.8,13,8,1847.3,1.3,15.6,1.2
ATGL,2/16/2024,142,-170.7,-193.7,142.2,57.4,-162.7,128
ATHA,2/16/2024,26.9,-0.2,-0.2,136.2,0.9,-1.1,
ATHE,2/16/2024,-1.8,0.2,0.2,8.3,0.6,-0.9,
ATHM,2/16/2024,3079.5,10.7,9.6,3325.8,1,12,3.4
ATI,2/16/2024,7581.3,18.9,14,5829,4.7,19.5,1.4
ATIF,2/16/2024,11.8,-3.6,-4.3,11.2,12.3,-3.3,4.9
ATIP,2/16/2024,772,-6.9,-30,29.5,-0.3,-0.1,0
ATKR,2/16/2024,5845.2,7,6,5316,3.5,8.1,1.5
ATLC,2/16/2024,2040.6,15.8,15.4,487.8,1.3,6.5,1.4
ATLO,2/16/2024,231.3,14.5,13.1,164.4,1.1,12.6,2.9
ATLX,2/16/2024,176.9,-6.7,-6.7,199.8,30.5,-7.5,199800
ATMC,2/16/2024,98.4,57.5,-98400,97.8,-39.4,57.1,
ATMU,2/16/2024,2343.9,9.3,8.6,1911.9,23.7,11.2,1.2
ATMV,2/16/2024,99,-2302.3,-2302.3,99.1,3417.2,-2304.7,
ATNF,2/16/2024,-0.8,0,0,1.5,-10.1,0,
ATNI,2/16/2024,1153.7,51.4,6.6,587.1,1.1,-58.2,0.8
ATNM,2/16/2024,93.8,-1.9,-1.9,174.6,4,-3.5,
ATO,2/16/2024,24443.5,20.2,13.3,17188.2,1.5,18.6,4.4
ATOM,2/16/2024,179.7,-9.2,-9.9,188.7,10.4,-9.5,343.1
ATOS,2/16/2024,32.5,-1.1,-1.1,126.6,1.3,-4.2,
ATPC,2/16/2024,32.1,-17.3,-19.7,32,75.7,-17.2,22.4
ATR,2/16/2024,9357,22.5,14.1,9077.2,3.9,31.9,2.6
ATRA,2/16/2024,95.4,-0.3,-0.4,78.6,-1.5,-0.3,17.3
ATRC,2/16/2024,1547.3,-67.5,-190.8,1557.1,3.3,-51.2,3.9
ATRI,2/16/2024,623.6,26,16.2,619.8,2.6,29.1,3.7
ATRO,2/16/2024,842.3,-59.9,47.2,651.3,2.8,-16.2,1
ATS,2/16/2024,4659.5,28.3,18.1,3856.5,3.2,40.9,2
ATSG,2/16/2024,2635.6,11.6,4.5,934.1,0.7,7.9,0.4
ATUS,2/16/2024,25949.5,15,7.7,912.2,-2.2,17.1,0.1
ATXG,2/16/2024,23.8,20.1,12.3,4.8,0.2,-1.7,0.9
ATXI,2/16/2024,1.7,-0.2,-0.2,1.9,-0.5,-0.2,
ATXS,2/16/2024,387.8,-7.1,-7.1,507.1,2.7,-9.3,
AU,2/16/2024,8290.3,17.6,17.6,7254.3,1.8,24.4,1.6
AUB,2/16/2024,3166.2,12.4,11.8,2544.5,1.1,12.5,3.8
AUBN,2/16/2024,45.5,3.8,3.3,73.4,1.2,7.5,2.2
AUDC,2/16/2024,418.4,29,24.6,409.7,2.2,46.7,1.7
AUGX,2/16/2024,195.5,-10.9,-12.1,193.6,263.8,-9.5,4.7
AUID,2/16/2024,75.1,-3.1,-3.2,78.7,10.8,-3.1,204.9
AULT,2/16/2024,86.9,-0.4,-0.5,1.2,0,0,0
AUMN,2/16/2024,5.8,-0.5,-0.5,7.4,2.9,-0.6,0.5
AUPH,2/16/2024,894.7,-12,-14.2,846,2.2,-10.8,4.8
AUR,2/16/2024,4104,-5.2,-5.5,4483,2.3,-5.6,
AURA,2/16/2024,302.8,-4.3,-4.4,338.2,2.2,-4.8,
AUST,2/16/2024,10.1,-4.3,-4.3,12.4,1.3,-5.3,
AUTL,2/16/2024,1124.4,-7.1,-7.5,1188,6.6,-7.5,215.1
AUUD,2/16/2024,5,-0.7,-0.9,4.2,1.7,-0.5,
AUVI,2/16/2024,13.2,-0.7,-0.9,1.1,0.1,-0.1,0
AVA,2/16/2024,5391.8,19.1,9.9,2597.2,1.1,15.7,1.5
AVAH,2/16/2024,1906,-9.6,-11.4,455.9,-4.3,-1.3,0.2
AVAL,2/16/2024,14999.5,14.6,11.8,3062.9,0.9,5.7,1
AVAV,2/16/2024,3511.4,-30.2,-143.4,3501.1,4.4,-28.8,5.4
AVB,2/16/2024,32475,28.1,16.5,25153.7,2.1,27.1,9.2
AVBP,2/16/2024,545.6,-14.8,-14.8,686.9,-5.2,-18.6,
AVD,2/16/2024,551.2,37.1,15,321.1,0.9,72.4,0.6
AVDL,2/16/2024,1190.9,-8,-8.2,1218.7,11.1,-7.7,143.2
AVDX,2/16/2024,2301.9,-44.4,-136.5,2492.6,3.8,-36.7,6.9
AVGO,2/16/2024,608099.7,36.4,29.6,583059.7,24.3,41.4,16.3
AVGR,2/16/2024,9.2,-0.6,-0.6,4.1,-3,-0.2,0.5
AVHI,2/16/2024,34.6,-16.8,-16.8,34.3,-4.8,-15.3,
AVIR,2/16/2024,208.5,-1.6,-1.6,343.8,0.6,-2.6,
AVNS,2/16/2024,1090.5,-38.7,55.1,890.9,0.7,-16.1,1.2
AVNT,2/16/2024,5186.9,7.6,5.9,3546.2,1.6,6,1.1
AVNW,2/16/2024,446.3,19.6,15.2,439.4,1.7,29.1,1.2
AVO,2/16/2024,950.7,86.4,19.1,741.2,1.5,-264.7,0.8
AVPT,2/16/2024,1273.5,-49.7,-89.1,1469.3,7.3,-38,5.6
AVRO,2/16/2024,-46.9,8.5,211.3,57.5,0.6,-14.1,
AVT,2/16/2024,7493.9,6.5,5.8,4070,0.8,6.1,0.2
AVTE,2/16/2024,547.2,-7.8,-7.8,578.6,4.6,-8.3,
AVTR,2/16/2024,21389.7,30.8,19.5,16116,3.1,50.2,2.3
AVTX,2/16/2024,-6.6,0.2,0.2,3.6,0.2,-0.1,1.6
AVXL,2/16/2024,321.8,-7.5,-7.5,465.6,3.4,-10.8,
AVY,2/16/2024,19921,25.7,18.6,16817.3,8.1,34.8,2
AWH,2/16/2024,46.9,-2.2,-2.3,49.9,-75.7,-2.4,5.4
AWI,2/16/2024,5223.7,15.5,12.4,4642.9,7.9,20.6,3.6
AWIN,2/16/2024,13,-0.5,-0.5,6.3,-0.4,-0.2,2
AWK,2/16/2024,36034.8,18.4,13.5,23919.8,2.4,25.3,5.6
AWR,2/16/2024,3673.9,18.3,15,2824.2,3.7,22.9,4.7
AWRE,2/16/2024,40.2,-8.4,-10.5,41.4,1.1,-8.6,2.3
AWX,2/16/2024,31.9,132.9,7.9,9,0.2,-4.7,0.1
AX,2/16/2024,1741.6,3.1,2.9,3074.2,1.5,7.7,3
AXDX,2/16/2024,33.6,-0.6,-0.6,17.2,-0.5,-0.3,1.4
AXGN,2/16/2024,490.5,-22,-28.2,456.3,4.7,-19.6,3
AXIL,2/16/2024,1574.8,649.9,622.2,1580.5,198.9,754.4,58.4
AXL,2/16/2024,3335.7,18.8,5,969.3,1.6,-28.8,0.2
AXNX,2/16/2024,3288.4,-233.9,-1747.3,3432.9,5.6,-286.1,10
AXON,2/16/2024,20522.7,153.2,121.2,20217.1,13.3,138.3,13.8
AXP,2/16/2024,156428.8,14.9,12.9,153865.8,5.5,18.4,2.8
AXR,2/16/2024,92.4,25.2,24.4,109.1,1,5.8,2.7
AXS,2/16/2024,5529.1,7.6,6.8,5280.7,1,9.8,0.9
AXSM,2/16/2024,4160.7,-21.5,-22.5,4391.7,16.3,-21.8,19.7
AXTA,2/16/2024,9693.7,17.1,11.5,6892.6,4,25.8,1.3
AXTI,2/16/2024,113.6,-9.9,-38.2,104.7,0.5,-8.1,1.3
AY,2/16/2024,7664.7,20.7,9.7,2800.6,1.9,55.9,2.5
AYI,2/16/2024,7473,15,12.7,7401.3,3.6,19.9,1.9
AYRO,2/16/2024,-3.6,0.1,0.1,8.9,0.3,-0.3,9.4
AYTU,2/16/2024,14.1,-0.8,-1.7,17.6,0.5,-1,0.2
AYX,2/16/2024,4213.9,-33.4,-54,3458.9,18.2,-19.3,3.6
AZ,2/16/2024,46.7,-3.7,-4,46.6,19.2,-3.4,4.1
AZEK,2/16/2024,6871.1,33.1,20.3,6560.7,4.8,54.9,4.7
AZN,2/16/2024,221890.5,26,16,199108.5,5.1,33.4,4.3
AZO,2/16/2024,58669.5,16.3,14.3,47169.4,-9,18.3,2.7
AZPN,2/16/2024,11580.4,-83.2,31.5,11613.5,0.9,-134.5,11
AZTA,2/16/2024,2936.7,-92.2,53,3577.9,1.5,-190.9,5.6
AZTR,2/16/2024,-0.4,0,0,3,0.6,-0.2,10.6
AZUL,2/16/2024,7790.5,9.5,6.3,3110.9,-0.8,-21.4,1
AZZ,2/16/2024,2810.7,12.6,9.4,1814.6,2,25.8,1.2
B,2/16/2024,3064.8,36,16.3,1842.5,1.4,75.7,1.4
BA,2/16/2024,164016.5,346,70.2,124400.5,-7.2,-56,1.6
BABA,2/16/2024,173671.3,9.7,7.1,186049.9,1.3,13.4,1.4
BAC,2/16/2024,232067.1,7,6.6,269779.1,0.9,9.3,2.7
BACA,2/16/2024,81.6,16.7,16.7,81.6,-14.2,22.1,
BACK,2/16/2024,3,-0.2,-0.2,2.1,2,-0.1,0.2
BAER,2/16/2024,430.5,-10.9,-15,246.7,-0.8,10.8,3.7
BAFN,2/16/2024,-48.9,-6.6,-5.1,52.4,0.6,11.5,0.7
BAH,2/16/2024,21921.6,30.4,23.2,18889.7,17.4,46.1,1.8
BAK,2/16/2024,11422.2,9.2,5.2,3117.1,2.1,-46.2,0.2
BALL,2/16/2024,27833.1,23.8,15.1,19577.1,5,32.2,1.4
BALY,2/16/2024,5062.3,-510,14.6,502.3,0.6,-1.3,0.2
BAM,2/16/2024,13047.4,5.3,5.2,15992.4,1.7,8.1,3.9
BANC,2/16/2024,1989.2,14,12.5,831.8,0.8,8.1,2.4
BAND,2/16/2024,888.1,33.2,13.6,350,1.3,12.5,0.6
BANF,2/16/2024,710.6,2.5,2.4,2964.2,2.2,13.4,4.9
BANL,2/16/2024,23.2,4.9,4.7,33.3,1.3,8.9,0.1
BANR,2/16/2024,1835.6,7.6,7,1551.2,1,7.9,2.5
BAOS,2/16/2024,4.8,-0.3,-0.3,7.1,0.2,-0.4,2.1
BAP,2/16/2024,17538.4,9.7,8.8,16064.8,2.1,12.9,4
BARK,2/16/2024,156.1,-3.5,-5.5,198.4,1.4,-4.3,0.4
BASE,2/16/2024,1301.4,-17.5,-19,1342.6,9.9,-17.8,7.8
BATL,2/16/2024,255.7,-29.2,5,98.9,2.4,-2.1,0.4
BATRA,2/16/2024,3190.2,-31.4,-101.8,2654.7,4.7,-19.3,4.1
BAX,2/16/2024,31974.6,10.4,7.4,20932.6,2.5,7.9,1.4
BB,2/16/2024,1595.1,-2.9,-3.3,1633.1,2,-2.9,2
BBAI,2/16/2024,513.5,-9.4,-11.1,346.6,-6.6,-5,2.2
BBCP,2/16/2024,841,12.2,6.3,440.7,1.4,14.7,1
BBD,2/16/2024,34483.2,7.2,5.8,29053.1,0.9,6.9,1.8
BBDC,2/16/2024,2441.8,25.1,25.1,958.6,0.8,9.9,3.5
BBGI,2/16/2024,323,-2.7,-2.9,25.5,0.2,-0.2,0.1
BBIO,2/16/2024,7686.5,-14.5,-14.9,6473.3,-5.4,-10.6,686.6
BBLG,2/16/2024,-3,0.5,0.5,1.5,0.4,-0.2,
BBSI,2/16/2024,520,7.9,6.5,749.3,4.2,15.7,0.7
BBU,2/16/2024,44673.5,12.4,6.3,1723.5,0.3,-78.3,0
BBUC,2/16/2024,14209.5,12.1,6.3,1792.5,4.4,-163,0.2
BBW,2/16/2024,380.2,5.8,4.8,326.6,2.9,6.4,0.7
BBWI,2/16/2024,15554.7,11.7,9.8,10257.7,-4.8,14,1.4
BBY,2/16/2024,19278.5,11.3,7.3,15885.5,5.6,12.4,0.4
BC,2/16/2024,7976.4,10.9,8,5891,2.8,14,0.9
BCAB,2/16/2024,-30.1,0.2,0.2,108.3,1.1,-0.9,
BCAL,2/16/2024,218.2,9.9,9.1,274.8,1,17.1,3.2
BCAN,2/16/2024,5,-1.3,-1.3,7.1,0.1,-1.8,6.4
BCBP,2/16/2024,614.6,12.7,12.8,193.6,0.6,5.6,1.8
BCC,2/16/2024,4786.9,6.8,5.8,5541.8,2.4,11,0.8
BCDA,2/16/2024,9.3,-0.7,-0.8,9.7,-14.7,-0.8,17
BCE,2/16/2024,59254.3,16.9,8.4,34375.5,2.2,21.2,1.9
BCEL,2/16/2024,0.1,0,0,12.3,1.1,-0.1,
BCH,2/16/2024,27510.6,12.8,12.2,11920,1.8,6.6,3.5
BCLI,2/16/2024,20,-1.3,-1.3,18.3,-7.1,-1.1,
BCML,2/16/2024,17.8,0.4,0.4,231.3,0.8,7.2,2.1
BCO,2/16/2024,6015.6,13.1,8.2,3647.3,7.9,26.5,0.8
BCOV,2/16/2024,102.2,-4.1,-11.4,96.1,1,-3.7,0.5
BCOW,2/16/2024,109.9,-31.5,-36.9,47.7,0.7,-10.6,3.5
BCRX,2/16/2024,1905.4,-15.3,-15.5,1212.5,-3,-5.1,3.8
BCS,2/16/2024,609659,75.2,62.9,28768.8,0.3,4.4,0.9
BCSA,2/16/2024,581.6,334.8,334.8,580.1,-30.6,334,
BCSF,2/16/2024,2255.3,10.4,10.4,990.4,0.9,7.3,3.5
BCTX,2/16/2024,38,-3.2,-3.2,51.6,20.5,-3.9,
BCYC,2/16/2024,423.4,-2.7,-2.8,954.5,2.3,-5.9,38.4
BDC,2/16/2024,4096.7,12.8,9.8,3414.6,2.9,14.1,1.4
BDL,2/16/2024,69.9,13.7,6.1,46.3,0.8,13.3,0.3
BDN,2/16/2024,2827.2,35.1,10.6,728,0.5,-70,1.4
BDRX,2/16/2024,-4.5,1,1.1,1.1,0.2,-0.3,3.1
BDSX,2/16/2024,164.8,-3.1,-3.5,133.9,-92.6,-2.1,3
BDTX,2/16/2024,240.4,-2.9,-2.9,276.2,2.1,-3.3,
BDX,2/16/2024,84432.1,43.2,19.9,69556.1,2.7,57.1,3.6
BE,2/16/2024,2931.1,-15.3,-30.6,2222.7,4.4,-7.4,1.7
BEAM,2/16/2024,2677.7,-8.6,-9.1,2681.5,3.4,-8.5,32.9
BEAT,2/16/2024,24.8,-1.7,-1.7,44,2.4,-3,
BECN,2/16/2024,8325.3,12.3,9.9,5373.5,3.1,-105.6,0.6
BEDU,2/16/2024,199.9,-7,259.9,50.1,0.2,-0.9,0.2
BEEM,2/16/2024,96.8,-5.2,-5.6,110.2,2.2,-5.9,2
BEEP,2/16/2024,233.8,-39.6,26.8,59,0.5,-1.7,1.3
BEKE,2/16/2024,16957.8,18.5,16,17680.4,1.8,23.2,1.7
BELFA,2/16/2024,960.6,10.6,9.3,979.1,3,12.9,1.5
BEN,2/16/2024,22231.5,15.8,11.7,14359.2,1.2,14.8,1.8
BENF,2/16/2024,186.8,-0.1,-0.1,69.9,-0.4,0,-0.4
BEP,2/16/2024,31647.1,21.3,9.8,6581.1,1.6,-47,1.3
BEPC,2/16/2024,23083.5,8.1,5.6,9168.5,1.3,6,2.3
BERY,2/16/2024,15526.6,15.8,8.5,6768.6,2,12,0.5
BEST,2/16/2024,299.3,-2.3,-4.4,44.1,2.3,-0.3,0
BETR,2/16/2024,487.9,-0.5,-0.5,422.6,2.7,-0.3,0.9
BETS,2/16/2024,-3.8,0,0,0.6,0,0,0.2
BF.B,2/16/2024,30261.1,27.1,25.3,27524.1,8,35.3,6.4
BFAC,2/16/2024,219.2,24.3,24.3,219.3,-29.5,24.4,
BFAM,2/16/2024,8265.9,45.3,28.2,6419.9,5.5,74,2.8
BFC,2/16/2024,908.7,13.1,11.8,897,1.6,17.1,6.2
BFH,2/16/2024,2678.1,3.7,3.2,1835.1,0.6,3.4,0.6
BFI,2/16/2024,130.7,-3.5,-5.5,20.1,0.3,-0.4,0.1
BFIN,2/16/2024,17,1.2,1.1,128.7,0.8,12,2.3
BFLY,2/16/2024,93,-0.8,-0.8,219.6,0.9,-1.8,3.2
BFRG,2/16/2024,23.2,-5.1,-5.1,26.8,7.1,-5.6,357.3
BFRI,2/16/2024,0.5,0,0,1.1,1.1,0,0
BFS,2/16/2024,2228.4,22.4,15.1,891.7,2.3,22.2,3.5
BFST,2/16/2024,819.8,8.8,8.4,565.4,0.9,8.3,2.3
BFX,2/16/2024,37.1,-0.9,-1.3,12.7,0.3,-0.3,0
BG,2/16/2024,17141,5.6,4.9,13320,1.3,6.8,0.2
BGC,2/16/2024,4304.4,44.8,24.5,3697,4.4,199.4,1.9
BGFV,2/16/2024,392.6,82.2,4.2,122.5,0.5,35,0.1
BGI,2/16/2024,221.8,-876.7,37.5,70.6,-34.8,-10.2,0.4
BGLC,2/16/2024,13.6,-4.6,-4.7,18.2,1.9,-5.9,1.8
BGNE,2/16/2024,12997.7,-13.2,-14.4,15496.8,4.1,-16.2,7
BGS,2/16/2024,2970.2,27.1,14.9,774.5,0.9,-17.4,0.4
BGSF,2/16/2024,177.9,-24.6,-415.7,110,1.3,-11.6,0.3
BGXX,2/16/2024,40,-4.2,-4.5,41.2,2.6,-4.3,
BH,2/16/2024,436.1,13.6,5.9,347.4,0.6,17.1,0.9
BHAC,2/16/2024,84.7,21.9,21.9,84.2,-9,29,
BHAT,2/16/2024,17.9,-3,-3,16.4,1.4,-2.2,0.3
BHB,2/16/2024,629.5,10.4,9.4,384.8,1,8.1,2.5
BHC,2/16/2024,24757.8,45.6,13.5,3107.8,-2.6,-3.2,0.4
BHE,2/16/2024,1368.9,12,8.6,1082.9,1,15.9,0.4
BHF,2/16/2024,2376.1,-1.5,-0.8,3058.1,0.8,-2.5,1
BHIL,2/16/2024,212.8,-2,-2.6,49,0.4,-0.4,0.1
BHLB,2/16/2024,1239,10.3,9.3,976.9,1,9.6,2.2
BHM,2/16/2024,123.4,21.3,4.9,51.9,0.3,-13.1,1.3
BHP,2/16/2024,165311.8,7.7,6.2,152835.8,3.4,11.8,2.8
BHR,2/16/2024,1191.4,15.1,7.1,159,0.5,-2.8,0.2
BHRB,2/16/2024,676.1,12.9,12.2,419,1.5,9.5,3.3
BHVN,2/16/2024,3888.2,-8.1,-8.2,3971.6,13.7,-8.5,
BIAF,2/16/2024,11.6,-1.6,-1.6,14.4,2.1,-2,44.9
BIDU,2/16/2024,43465.2,10,11.8,37679.5,1.1,11.8,2
BIG,2/16/2024,2532.8,-6.8,30.8,135,0.4,-0.3,0
BIGC,2/16/2024,937.7,-10.3,-11.9,658.2,33.1,-7,2.2
BIIB,2/16/2024,38133.9,29.4,21.3,31845.6,2.2,27.4,3.2
BILI,2/16/2024,3635.3,-5.5,-7,4288.9,2,-6.1,1.4
BILL,2/16/2024,7006.3,-62.7,-2891.6,6675,1.7,-57.9,5.6
BIMI,2/16/2024,38.8,-2.6,-2.6,35.3,4.1,-2.4,6
