ticker,date,ev,evebit,evebitda,marketcap,pb,pe,ps
RUSHA,2/16/2024,5202,9.8,6.9,3716.2,2,10.1,0.5
RVLV,2/16/2024,1001.5,23.2,20.7,1226.6,3.1,37.7,1.1
RVMD,2/16/2024,2935.4,-8.8,-9,3233.3,3.9,-9.8,123.6
RVNC,2/16/2024,796.5,-2,-2.2,488.2,-4.6,-1.2,2.3
RVP,2/16/2024,29.2,-2.6,-7.5,38.8,0.4,-3.4,0.9
RVPH,2/16/2024,92.7,-2.5,-2.5,97.4,-11.4,-2.6,
RVSB,2/16/2024,289.3,22.7,18.9,102.8,0.6,10.5,1.9
RVSN,2/16/2024,13.6,-1.2,-1.2,17.9,3.4,-1.6,126.1
RVTY,2/16/2024,15521.5,17.6,11.8,12644.3,1.6,17,4.5
RVYL,2/16/2024,21.2,-0.8,-2.4,23.9,-1,-0.5,0.4
RWAY,2/16/2024,969.2,8.9,8.9,543.2,1,8,3.4
RWOD,2/16/2024,96.7,34.6,34.6,95.7,-14.9,48.5,
RWT,2/16/2024,12232.2,-160.6,-199.6,793.7,0.7,-11,8.3
RXO,2/16/2024,3078.7,85.5,29.9,2525.7,4.3,631.4,0.6
RXRX,2/16/2024,2510.5,-8.6,-9.5,2848.6,6.5,-9.7,60.1
RXST,2/16/2024,1963.4,-39.1,-42.6,1970.6,12.2,-35.8,25.7
RXT,2/16/2024,3795.5,-4,-7.7,432.8,-2.4,-0.4,0.1
RY,2/16/2024,64770.9,4.8,4.5,137194.1,1.6,12.7,3.4
RYAAY,2/16/2024,31100.1,18.2,11.3,31728,5,21.5,2.6
RYAM,2/16/2024,1023.8,55,6.4,301.9,0.4,-8.2,0.2
RYAN,2/16/2024,13359.5,59.7,39.7,11955.9,22,213.2,6
RYI,2/16/2024,1850.9,11.8,8.6,1198.7,1.4,12.5,0.2
RYN,2/16/2024,6456.3,50,23.3,4969.3,2.7,62.4,6
RYTM,2/16/2024,2845.8,-16.5,-16.7,2909.3,14.7,-15.7,46.9
RYZB,2/16/2024,3498.2,-53.2,-54.6,3740.8,6.5,-53.2,
RZLT,2/16/2024,43.5,-0.8,-0.8,53.5,0.6,-0.9,
S,2/16/2024,8712.5,-24.7,-28.1,8816.9,5.6,-24.5,15.4
SA,2/16/2024,1196.5,-54.6,368.9,927.4,1.7,-39.6,
SABR,2/16/2024,5287.6,-117.5,51,1123.3,-0.8,-2.1,0.4
SABS,2/16/2024,30.9,-1.2,-1.3,28.7,1.9,-1.1,7
SACH,2/16/2024,528.9,10.3,10.2,160.1,0.7,8.2,2.5
SAFE,2/16/2024,5517.3,-103.6,-127.4,1509.7,0.7,-27.5,4.3
SAFT,2/16/2024,1309,31.7,27,1289.3,1.7,41.3,1.4
SAGA,2/16/2024,570.5,-144.4,-144.4,569.2,-70.1,-144.1,
SAGE,2/16/2024,1331.5,-2.5,-2.5,1398.7,1.7,-2.6,16.2
SAH,2/16/2024,5315.8,29.8,17.7,1785.1,2.1,-34.7,0.1
SAI,2/16/2024,20,-2,-2.8,26.8,1.5,-2.7,3.2
SAIA,2/16/2024,14254.6,32,23,14355.3,7.8,42.7,5.2
SAIC,2/16/2024,9129.1,11.6,9.8,7045.1,3.9,13.8,0.9
SAM,2/16/2024,4027,35.6,20.1,4290.3,3.8,51.7,2.1
SAMG,2/16/2024,199.1,11.8,8.6,226.6,2.7,19.6,1.9
SANA,2/16/2024,1635.7,-5.9,-6.7,1711.1,4.7,-6.2,
SAND,2/16/2024,1654.4,19.4,10.3,1224.4,0.9,29.4,6.8
SANG,2/16/2024,200.2,-9.8,21.1,129.6,0.7,-5.8,0.7
SANM,2/16/2024,3040,7.7,5.9,3346,1.5,12.2,0.4
SANW,2/16/2024,79,4.3,3.5,27.2,0.5,2.3,0.4
SAP,2/16/2024,207964.1,33,26.7,206277.1,4.4,52.7,6.1
SAR,2/16/2024,1067.7,15.3,15.3,321.1,0.9,14.1,2.3
SASI,2/16/2024,1.7,-0.3,-0.3,2.3,1.2,-0.4,4.4
SASR,2/16/2024,1587.8,9.1,8.2,1018.2,0.7,7.8,2.3
SATL,2/16/2024,101.1,-1.8,-2.7,132.7,1.7,-2.3,19.5
SATS,2/16/2024,1686.1,8.4,2.7,1155.4,0.3,12.5,0.6
SATX,2/16/2024,109.6,-0.3,-0.3,50.1,-0.6,-0.1,3.6
SAVA,2/16/2024,859.3,-9,-9.2,1001.6,6.5,-10.5,
SAVE,2/16/2024,6634.6,-17,-96.8,724.7,0.6,-1.6,0.1
SB,2/16/2024,799.9,4.2,3.3,508.8,0.7,3.1,1.5
SBAC,2/16/2024,36849.9,37.3,21.5,22311,-4.3,45,8.2
SBCF,2/16/2024,1923.5,15,14.1,2131.3,1,21.7,4
SBET,2/16/2024,-43.6,4.9,5.5,4,-0.9,-0.4,0.4
SBEV,2/16/2024,31.9,-1.7,-1.8,25.2,-38.3,-1.3,1.2
SBFG,2/16/2024,185.1,13,11.2,99.4,0.9,8.5,1.8
SBFM,2/16/2024,-16.6,0.6,0.6,1.6,0.1,-0.1,0.1
SBGI,2/16/2024,4716.1,14.7,9.3,1018.1,1.6,9.7,0.3
SBH,2/16/2024,2963,9.6,7.2,1428.5,2.6,8.3,0.4
SBLK,2/16/2024,3033.1,8.8,5.9,2274.2,1.3,8,2
SBOW,2/16/2024,1363.2,3.5,2.3,709.7,0.7,2.5,1.1
SBRA,2/16/2024,5489.9,209.5,25.4,3179.3,1.1,-36,4.9
SBS,2/16/2024,14620.3,11.7,8.4,11195.9,2,17.9,2.5
SBSI,2/16/2024,1341.8,11.8,10.8,888.7,1.2,9.2,3.5
SBSW,2/16/2024,3130.4,1.9,1.9,3297.4,0.7,3.3,0.4
SBT,2/16/2024,-226.6,15.7,17.4,274.9,0.9,-17.1,3.6
SBUX,2/16/2024,127006.8,20.5,16.5,105543.7,-12.2,24.6,2.9
SBXC,2/16/2024,179,-19888.9,-19888.9,179.9,-45,-19988.9,
SCCO,2/16/2024,69775.2,14.3,12.2,64701.6,8.4,22.4,6.2
SCHL,2/16/2024,1173.5,16,7.2,1209.2,1.1,20.4,0.7
SCHW,2/16/2024,129699.9,16.7,14.3,117373.9,3.1,21.2,5.9
SCI,2/16/2024,14986.6,15.8,12.9,10495.7,6.8,19.5,2.6
SCKT,2/16/2024,11.4,-4.1,-7.8,8.1,0.4,-3.5,0.5
SCL,2/16/2024,2680.1,36.4,15.2,2082.6,1.7,39.9,0.9
SCLX,2/16/2024,415,-3.8,-4,291.6,-1.8,-2.6,6.5
SCM,2/16/2024,874.2,20.3,20.3,313.4,1,31.3,3.1
SCNI,2/16/2024,15,-1,-1.9,1.7,-0.6,-0.2,
SCOR,2/16/2024,100.4,-2,-7.6,81.8,1,-1.2,0.2
SCPH,2/16/2024,210.6,-5,-5.1,205.8,4.2,-4.1,27.5
SCPX,2/16/2024,19.5,-0.4,-0.4,8.6,0.2,-0.2,3.9
SCRM,2/16/2024,997.6,30.9,30.9,998.4,-37.5,30.9,
SCS,2/16/2024,1896.1,14.4,8.7,1524.9,1.7,20.2,0.5
SCSC,2/16/2024,1186.5,8.8,7.3,1062.9,1.1,12.1,0.3
SCTL,2/16/2024,86.8,-9.2,-122.8,52.3,0.9,-2.4,0.6
SCVL,2/16/2024,1132.7,10.9,6.1,830.2,1.5,10.5,0.7
SCWO,2/16/2024,171.6,-25.6,-25.9,184.4,10.6,-27.5,111.6
SCWX,2/16/2024,543.8,-3.6,-4.8,593.1,1.2,-5,1.5
SCYX,2/16/2024,34.2,0.4,0.4,64,0.7,0.9,0.5
SD,2/16/2024,242.6,2.7,2.2,474.8,1,2.9,2.8
SDA,2/16/2024,599.5,-73.4,-442.8,551,59.6,-45.3,1.7
SDGR,2/16/2024,2214.5,47,36.5,2341.1,4.2,53,11.7
SDHC,2/16/2024,168.9,1.2,1.2,215.8,4.8,1.5,0.3
SDIG,2/16/2024,114.3,-1.6,-3.2,57.2,0.8,-0.7,0.7
SDOT,2/16/2024,20.9,-2.6,-3.4,17.7,0.8,-2.1,0
SDPI,2/16/2024,24.5,7.7,5.1,21.9,2.1,10,1
SDRL,2/16/2024,3086.7,5.3,4.1,3345.7,1.1,7,2.5
SE,2/16/2024,25265.2,29,-25,25386.1,3.9,36.9,2
SEAT,2/16/2024,1223.3,25.4,19.9,1207.9,-10,20.2,1.8
SEB,2/16/2024,4976.4,30.3,11.1,3359.4,0.7,14.9,0.4
SECO,2/16/2024,206.5,-1.1,-2.6,4.2,0,0,0
SEDA,2/16/2024,198.9,77.5,77.5,199,-30.2,77.6,
SEDG,2/16/2024,4994.8,18.3,15.3,4832.4,1.9,22.2,1.4
SEE,2/16/2024,9894.3,13.5,10.3,5211.2,12.8,16.7,0.9
SEED,2/16/2024,13,1.7,1.5,16.3,-2,2.1,1.3
SEEL,2/16/2024,18.8,-0.4,-0.4,4.5,-0.1,-0.1,2.9
SEER,2/16/2024,97.2,-1.1,-1.1,105.3,0.3,-1.2,6.3
SEIC,2/16/2024,7838,13.5,11.7,8667.7,4.2,19.1,4.6
SELF,2/16/2024,58.1,18.7,12.3,48,1,21,3.9
SEM,2/16/2024,8425.7,16.9,11.9,3481,2.7,15.5,0.5
SEMR,2/16/2024,1782.3,-100.2,-317.6,1811.9,8.8,-91.4,6.2
SENEA,2/16/2024,995.1,13.5,8.1,340.9,0.6,10.5,0.2
SENS,2/16/2024,367.2,-21.2,-22.3,382.5,7.3,-12.1,19.2
SEPA,2/16/2024,54.3,-122.3,-122.3,54.1,-16.3,-53.7,
SERA,2/16/2024,296.2,-7.8,-8.1,304.3,4,-8,922.1
SES,2/16/2024,468.2,-9.4,-10.5,506.5,1.4,-9.9,
SEZL,2/16/2024,293.2,15.1,14.5,283.5,15.8,59.1,1.9
SFBC,2/16/2024,58.1,5.2,4.5,101.3,1,11.1,2.5
SFBS,2/16/2024,2954.5,10.5,10.3,3584.6,2.6,15.4,8.2
SFIX,2/16/2024,339.8,-2.3,-3.3,450.3,2,-3,0.3
SFL,2/16/2024,4267.6,13.3,8.3,1781.9,1.6,8.8,2.7
SFM,2/16/2024,6766.9,19.7,11.2,5367.5,4.8,21.1,0.8
SFNC,2/16/2024,3533.5,12.8,10.9,2350.7,0.7,10,2.8
SFST,2/16/2024,433.8,22.6,18.1,274.9,0.9,18.6,3.1
SFWL,2/16/2024,195.7,11.9,5.7,162.3,1.6,13.8,0.4
SG,2/16/2024,1412.8,-10.3,-45.8,1385.1,2.8,-9.9,2.5
SGA,2/16/2024,114.1,7.3,4.7,145.3,0.8,12.9,1.3
SGBX,2/16/2024,16,-1.1,-1.2,5.3,1,-0.3,0.3
SGC,2/16/2024,342.6,20.6,11.2,239.5,1.2,32.3,0.4
SGD,2/16/2024,14.5,-5.5,-5.5,8,1.8,-2.2,
SGE,2/16/2024,14.4,10,3.5,8.8,0.9,12.3,0.2
SGH,2/16/2024,1377.8,-6.1,-8.9,1065.6,2.6,-5,0.9
SGHC,2/16/2024,1380.9,15.8,4.4,1659.5,2.8,34.3,1.1
SGHT,2/16/2024,90.1,-1.6,-1.6,200.8,1.6,-3.3,2.4
SGLY,2/16/2024,5.5,-0.3,-0.3,11.2,1.4,-0.6,3
SGMA,2/16/2024,111.7,-10.9,-26,21.4,0.3,-0.9,0.1
SGML,2/16/2024,1737.4,-25,-26.2,1624.4,10.3,-21.2,17.3
SGMO,2/16/2024,221.7,-0.9,-1,244.7,1.8,-1,1.2
SGMT,2/16/2024,59.7,-2,-2,161.4,1.6,-5.3,
SGN,2/16/2024,20.2,-3.3,,9.5,-0.8,-1.4,121.8
SGRP,2/16/2024,38.7,11.1,6.4,24.4,1,-32.2,0.1
SGRY,2/16/2024,7037.1,40.3,21.6,4329.9,2.2,-126.2,1.6
SGU,2/16/2024,657.1,11,7,388.8,1.4,12.5,0.2
SHAK,2/16/2024,4724.2,379.1,28.5,4157.9,10,1789.1,4
SHAP,2/16/2024,74.7,43.3,43.3,283.6,-26.2,164.4,
SHBI,2/16/2024,362.9,32.9,18.6,386.5,0.8,42.3,3.2
SHC,2/16/2024,6768.5,-32.9,-130.2,4694.4,12.4,-15.3,4.7
SHCO,2/16/2024,3180.3,83.5,22.8,1117.4,-13.4,-23.6,1
SHCR,2/16/2024,270.6,-2.3,-4.8,398.2,0.9,-3.4,1.7
SHEL,2/16/2024,265113.7,3.9,3.1,221564.7,1.2,5.2,0.6
SHEN,2/16/2024,1154.8,173.6,15,988.2,1.5,272.5,3.5
SHFS,2/16/2024,55.5,-0.9,-0.9,48.9,1.8,-0.9,2.9
SHG,2/16/2024,91456.8,19,16.3,16917.1,0.5,4.7,2.5
SHIM,2/16/2024,143.9,28.6,6.8,156.8,2.3,41.7,0.2
SHIP,2/16/2024,365.1,11.2,6.5,136.6,0.6,7.9,1.1
SHLS,2/16/2024,2970.1,19.2,18,2788.9,5.3,20.5,6.2
SHLT,2/16/2024,122.3,65.6,13.4,108.1,1.4,-46.6,1.9
SHO,2/16/2024,2889,19.8,10.5,2241.4,1.1,27,2.2
SHOO,2/16/2024,3208.9,14.7,13.7,3272.3,3.9,19.5,1.7
SHOP,2/16/2024,104322.3,563.9,409.1,104585.3,11.5,792.3,14.8
SHOT,2/16/2024,108.5,-6.2,-6.4,110.3,16.4,-6.1,25
SHPH,2/16/2024,3.2,-0.9,-0.9,6.1,1.1,-1.1,
SHPW,2/16/2024,-1.3,0,0,13,0.4,-0.3,0.4
SHW,2/16/2024,90490.6,25.4,19.6,79114,20.9,32.7,3.4
SHYF,2/16/2024,518.5,13.8,9.5,394.3,1.5,13.7,0.4
SIBN,2/16/2024,833.1,-20.8,-23.7,847.3,4.9,-19.5,6.4
SID,2/16/2024,10834.6,7.8,5.5,5025.9,1.3,16.1,0.6
SIDU,2/16/2024,5.1,-0.4,-0.4,4.1,0.5,-0.3,0.6
SIEB,2/16/2024,-163.8,-17.5,-15.9,71,1,12.1,1.1
SIEN,2/16/2024,51.5,-1,-1.2,3.6,-0.1,-0.1,0
SIF,2/16/2024,57.8,-7.3,-39,18.7,0.6,-2,0.2
SIFY,2/16/2024,485.7,16.2,5.8,259.7,1,68.2,0.6
SIG,2/16/2024,5296.8,9.3,7.1,4670.2,3,10.9,0.6
SIGA,2/16/2024,295,-47.4,-51.9,366.1,2.9,-73.2,10.5
SIGI,2/16/2024,6781.1,13.9,13.1,6290.4,2.1,17.7,1.5
SII,2/16/2024,973.3,18.2,17.3,962.7,3.2,24.4,5.9
SILC,2/16/2024,58.4,-33.5,2.4,99.4,0.6,-33.6,0.8
SILK,2/16/2024,757,-15.6,-16.9,710.8,4.6,-12.8,4.2
SILO,2/16/2024,4.6,-1.1,-1.1,4.8,0.6,-1.1,66.7
SILV,2/16/2024,695.5,6.1,5.3,765.2,2.1,8.9,3.4
SIM,2/16/2024,3642.6,5.8,5.3,4838.6,1.8,11.1,1.6
SIMO,2/16/2024,1981.2,9.3,8.6,2262.9,3.1,13.1,2.4
SINT,2/16/2024,-3.7,0.4,0.4,0.6,0.1,0,0.2
SIRI,2/16/2024,27760.8,14.3,10.9,18443.8,-7.2,14.7,2.1
SISI,2/16/2024,39.5,-5.7,-8.9,9.5,0.2,-1.3,2.8
SITC,2/16/2024,4645,25.8,11.7,2968.1,1.5,34.4,5.3
SITE,2/16/2024,8310.2,36.8,28.7,7469.6,5,42.5,1.8
SITM,2/16/2024,2338.5,-37.7,-49.9,2349.1,3.3,-37.8,14.5
SIX,2/16/2024,4501.4,17.1,11.9,2131,-2.4,28.5,1.5
SJ,2/16/2024,8.5,-3.3,0.3,34.6,0.2,-8,0.2
SJM,2/16/2024,17485.3,77.7,28.4,13171.4,1.9,-961.4,1.6
SJW,2/16/2024,3615,20.9,12.9,1930.4,1.6,19.4,2.9
SKE,2/16/2024,309.7,-4.6,-4.8,337.7,3.3,-5,
SKIL,2/16/2024,602.7,-8.4,-8.4,100.9,0.2,-1.4,
SKIN,2/16/2024,603.6,-7.7,-12.8,410.9,4.6,-4.6,1
SKLZ,2/16/2024,-46.3,0.2,0.2,148,0.6,-0.6,0.9
SKM,2/16/2024,15506.4,10.7,12.2,8449.2,1,9.8,0.6
SKT,2/16/2024,4342.3,30.6,17.2,3017.3,6.1,32.2,6.7
SKWD,2/16/2024,1311.7,12.2,11.7,1286.3,2.4,19.5,1.6
SKX,2/16/2024,9750,14.6,11.6,9186.5,2.3,17.2,1.2
SKY,2/16/2024,4172.5,15.7,14,4645.7,3.3,23,2.3
SKYH,2/16/2024,959.2,-201.3,-1011.8,768,33.9,-151.2,129.2
SKYT,2/16/2024,536.9,-41.4,33.3,467,7.4,-19.9,1.7
SKYW,2/16/2024,5320.8,31.1,9.6,2376.3,1.1,69.2,0.8
SKYX,2/16/2024,151.8,-5.2,-6,137.3,8,-4.2,3.7
SLAB,2/16/2024,4326.3,46.9,36.9,4441.2,3.5,73.2,4.7
SLAC,2/16/2024,106.8,44.2,44.2,106.3,-13.1,60.8,
SLAM,2/16/2024,443.8,47.4,47.4,433.6,-12.6,46.3,
SLB,2/16/2024,78393.6,13.7,9.8,69328.6,3.4,16.5,2.1
SLCA,2/16/2024,1555.3,5.2,3.6,831.7,1,5.6,0.5
SLDB,2/16/2024,178.2,-2,-2,202.2,1.4,-2.2,
SLDP,2/16/2024,299.8,-6.4,-8.3,317.6,0.6,-6.8,16.5
SLE,2/16/2024,9.6,-0.3,-0.3,10.7,0.6,-0.3,0.5
SLF,2/16/2024,27686.2,8.9,8.9,31545.9,1.8,13.7,1.4
SLG,2/16/2024,7056.2,-21.7,-268.2,3022.4,0.7,-6.2,3.6
SLGL,2/16/2024,8.2,-0.3,-0.3,32.6,0.8,-1.2,19.6
SLGN,2/16/2024,8585.1,15.6,10.6,4681.7,2.6,16.4,0.8
SLI,2/16/2024,208.7,-5.2,-5.3,219.8,2,-5.5,
SLM,2/16/2024,6358.3,13.9,13.1,4566.1,2.5,14.3,4.2
SLN,2/16/2024,784.2,-12.9,-13,857.3,34.3,-16.1,24.5
SLNA,2/16/2024,708.9,-10.2,-19.4,33.5,0.2,-0.2,0.2
SLND,2/16/2024,504.2,48.9,11.1,222.7,0.9,38.1,0.2
SLNG,2/16/2024,88.4,-230.8,11.5,82.7,1.4,-50.7,1
SLNH,2/16/2024,16.8,-0.4,-0.5,5.5,0.2,-0.1,0.4
SLNO,2/16/2024,1391.2,-41.9,-45,1443.2,62.2,-43.5,
SLP,2/16/2024,828.5,66.4,50.2,867.2,5,81.3,14
SLQT,2/16/2024,1007.2,32.8,16.8,294.1,0.9,-5.9,0.3
SLRC,2/16/2024,1667.8,12,12,818.9,0.8,11.4,3.7
SLRN,2/16/2024,432.3,-6.7,-6.7,812.8,1.1,-12.5,
SLRX,2/16/2024,-4.8,0.3,0.3,2.3,0.4,-0.1,
SLS,2/16/2024,21.3,-0.6,-0.6,24.7,-6.5,-0.6,
SLVM,2/16/2024,3076.6,6.5,5,2331.6,2.8,7.8,0.6
SM,2/16/2024,5770.5,5.6,3.4,4597.9,1.4,5.5,1.9
SMAR,2/16/2024,5775.5,-45.1,-68,5955.8,10.7,-43,6.5
SMBC,2/16/2024,419.8,7.7,6.6,500.7,1.1,11.6,3.3
SMBK,2/16/2024,41.3,0.9,0.7,385.4,0.9,10.9,2.5
SMCI,2/16/2024,44582.4,51.2,49.1,44932.4,14.6,61.4,4.9
SMFG,2/16/2024,-188197.3,-21.5,-17.1,73339.8,0.8,11.4,2.7
SMFL,2/16/2024,16,-1,-1.3,0.6,0.6,0,0.1
SMG,2/16/2024,6290.5,-21.3,-30.3,3277.4,-8.5,-8.3,1
SMHI,2/16/2024,552.4,40.1,8.1,285.7,0.8,-10.1,1.1
SMID,2/16/2024,233.9,265.2,68.2,233.8,6.9,411.6,4.1
SMLP,2/16/2024,1614.7,22.8,8.2,178.5,0.2,-2.5,0.4
SMLR,2/16/2024,297,11.8,11.5,334.5,4.7,17.1,5
SMMF,2/16/2024,725.1,10.7,9.7,402.7,1,7.6,2.6
SMMT,2/16/2024,3636.2,-6.1,-6.1,3553.3,35.8,-5.9,
SMP,2/16/2024,1088.9,15.1,10.8,881.6,1.4,24.7,0.6
SMPL,2/16/2024,3711,18,15.9,3560.3,2.2,26.7,2.8
SMR,2/16/2024,425.7,-6.6,-6.8,622.3,5.9,-11.9,28.7
SMRT,2/16/2024,369.8,-6.7,-7.5,581,1.7,-11,2.7
SMSI,2/16/2024,57,-3.2,-5.5,58.3,0.8,-2.3,1.3
SMTC,2/16/2024,2530.4,-6.7,-8.7,1280.6,3.8,-2.6,1.5
SMTI,2/16/2024,338.7,-43,-81.4,333.1,7.5,-40.8,5.3
SMWB,2/16/2024,654,-22.7,-35.3,658.3,42.3,-22.4,3
SMX,2/16/2024,2.7,-0.1,-0.1,1,-0.1,0,
SN,2/16/2024,8011.9,23.7,18.6,7303.3,4.9,43.7,1.7
SNA,2/16/2024,14340.5,10.6,9.9,14087.2,2.8,13.9,2.8
SNAL,2/16/2024,47.6,-2.5,-3.1,37.7,6.7,-2.7,0.8
SNAP,2/16/2024,21002.2,-16.5,-19,18437.6,7.6,-13.9,4
SNAX,2/16/2024,26.1,-1.7,-2,3.4,0.6,-0.2,0.2
SNBR,2/16/2024,1181.3,27.2,10.1,254.5,-0.6,56.9,0.1
SNCE,2/16/2024,-22.4,0.2,0.2,34,0.7,-0.3,0.6
SNCR,2/16/2024,255.2,-8.9,241.2,111.8,2.9,-2,0.5
SNCY,2/16/2024,1459.6,10.7,6.5,825.5,1.6,11.4,0.8
SND,2/16/2024,107.9,12.2,2.9,78.5,0.3,6.5,0.3
SNDA,2/16/2024,699.1,54.9,13.4,90.8,-0.9,-2.9,0.4
SNDL,2/16/2024,351.4,-2.4,-3.9,388.1,0.4,-2.5,0.6
SNDR,2/16/2024,4419.3,10.2,5.5,4188.8,1.4,13,0.7
SNDX,2/16/2024,1471.9,-8.4,-8.4,1564.8,4.4,-8.9,
SNES,2/16/2024,-1.6,0.2,0.2,0.3,0.1,0,0.3
SNEX,2/16/2024,8847.8,27.4,22.9,2104.4,1.4,9.1,0
SNFCA,2/16/2024,159.1,3.2,2.4,185.4,0.6,5.6,0.5
SNGX,2/16/2024,0.1,0,0,7.2,1.7,-0.9,7.5
SNN,2/16/2024,15163.4,48.1,16.3,12313.4,2.4,55.2,2.4
SNOA,2/16/2024,0.5,-0.1,-0.1,2.5,0.4,-0.5,0.2
SNOW,2/16/2024,75145.3,-85.3,-103.8,75841.1,15.4,-86.8,28.9
SNPO,2/16/2024,1145.9,43.3,11.6,620.7,0.8,-31.6,0.6
SNPS,2/16/2024,83132.4,63.3,50.1,84035.1,13.7,68.3,14.4
SNPX,2/16/2024,-28.1,50.2,50.7,3.6,0.1,-0.4,
SNSE,2/16/2024,14.4,-0.4,-0.4,19,0.3,-0.5,
SNT,2/16/2024,14.8,-34.3,5.4,26.6,0.7,15.4,0.8
SNTG,2/16/2024,6.4,-2.4,-2.4,9,0.7,-3.4,-562.5
SNTI,2/16/2024,9.8,-0.1,-0.1,18.3,0.2,-0.3,7
SNV,2/16/2024,6034.8,7,6.4,5367.1,1.2,8.3,2.5
SNX,2/16/2024,12046.6,11.2,8.1,8997.6,1.1,14.4,0.2
SNY,2/16/2024,130085.7,10.1,7.8,115440.8,1.4,11.9,2.2
SO,2/16/2024,135272.7,19.6,11.4,72530.7,2.3,18.2,2.9
SOAR,2/16/2024,131.5,-9.2,-9.5,88.4,-3.8,-5.4,0.8
SOBR,2/16/2024,11.3,-1.1,-1.1,12.8,3.1,-1.1,88.9
SOC,2/16/2024,726.2,-0.5,-0.5,726.2,2.1,-0.5,
SOFI,2/16/2024,11083,-28.3,-55.2,8015.1,1.6,-20.6,4.1
SOGP,2/16/2024,-67.6,-14,-4,15.2,0.3,3.2,0
SOHO,2/16/2024,316.8,11.6,6.9,26.8,0.5,15.4,0.2
SOHU,2/16/2024,-13.5,-0.5,-0.2,325.6,0.3,-13.1,0.5
SOI,2/16/2024,393.2,11,5.5,339.4,1.7,13.7,1.1
SOL,2/16/2024,119.9,-224.1,16.6,121,0.4,-41,1.4
SOLO,2/16/2024,-25.8,0.2,0.2,31.7,0.4,-0.3,9.3
SON,2/16/2024,8710.8,11.6,8.1,5451.3,2.3,11.1,0.8
SOND,2/16/2024,1606.6,-6.6,-34,34.4,-0.2,-0.1,0.1
SONM,2/16/2024,17.5,35.2,4.9,27.1,1.2,122.6,0.3
SONN,2/16/2024,2.2,-0.2,-0.2,5,1.9,-0.3,38.8
SONO,2/16/2024,1879.4,-137.4,52.2,2286.1,3.8,-506.2,1.4
SONY,2/16/2024,139686.2,17.4,8.9,120144.5,2.4,19.4,1.4
SOPA,2/16/2024,0.1,0,0,6.9,0.7,-0.3,0.8
SOPH,2/16/2024,189.9,-2.7,-3,304.8,1.9,-4.4,5.2
SOS,2/16/2024,-218.5,1,1,30.7,0.1,-0.1,0.1
SOTK,2/16/2024,86.4,50.5,37.8,89.4,5.6,66.3,4.8
SOUN,2/16/2024,937,-11.4,-12.3,943.3,36.4,-9.4,24.7
SOVO,2/16/2024,2582,116.2,43.1,2285.8,4.5,-163,2.3
SP,2/16/2024,1540.8,20.3,13.9,1008.2,4,29.1,0.6
SPB,2/16/2024,3575.5,1.9,1.8,2533.4,1.1,1.4,0.9
SPCB,2/16/2024,33.7,-7.3,-17.8,1,0.3,-0.2,0
SPCE,2/16/2024,887.8,-1.7,-1.7,739.5,1.2,-1.3,152.2
SPEC,2/16/2024,30.3,-2,-2,24.9,-4.2,-1.3,
SPFI,2/16/2024,207.2,2.5,2.3,437.1,1.2,6.7,2
SPG,2/16/2024,73562.7,23.5,16.5,48924.1,16.6,22.2,8.8
SPGC,2/16/2024,-6720.8,2624.3,2667,10.2,0,-3.8,46.8
SPGI,2/16/2024,143752.3,38.5,29.5,133043.3,3.9,50.7,10.6
SPH,2/16/2024,2637.3,14.7,10.8,1262.5,2.3,12.3,0.9
SPHR,2/16/2024,2311.1,5.8,4.1,1403.4,0.6,3.8,6.1
SPI,2/16/2024,79.9,-5.9,-11.7,21.9,1.7,-0.9,0.1
SPIR,2/16/2024,363.2,-7.2,-11.4,262.5,3.4,-3.8,2.6
SPKL,2/16/2024,171.1,-128.4,-128.4,167.5,-55.7,-125.7,
SPLK,2/16/2024,28513.6,173.4,110.6,26179.8,131.6,247,6.6
SPLP,2/16/2024,472.6,1.7,1.3,767.1,0.9,4.2,0.4
SPNS,2/16/2024,1586.5,21.2,16.5,1596.3,3.8,27.1,3.2
SPNT,2/16/2024,1985,5.8,5.6,2032.7,0.9,8.6,0.7
SPOK,2/16/2024,303.2,14.3,11.7,318.3,1.9,8.7,2.3
SPOT,2/16/2024,47021.9,-153.4,-344.3,48546.6,17.9,-84.9,3.4
SPPL,2/16/2024,81.7,-206.3,-492.2,80,336.1,-138.2,16.7
SPR,2/16/2024,6779.3,-10.4,-20.4,3185.1,-3.7,-3.4,0.6
SPRB,2/16/2024,110.4,-2.3,-2.3,204.4,2.4,-4.2,28.4
SPRC,2/16/2024,0.5,1.2,0.9,1,1,-13.9,1.2
SPRO,2/16/2024,-6.9,-11.6,-6.5,81.1,1.5,-50.2,1
SPRU,2/16/2024,512.1,-9.5,-15.1,70.4,0.3,-0.9,1
SPRY,2/16/2024,628.1,-31.5,-30.1,688.3,2.9,-34.5,511.4
SPSC,2/16/2024,6915.6,86.5,61,7079.3,11.3,112.9,13.8
SPT,2/16/2024,3673.3,-63.7,-72,3620,25,-62.1,11.7
SPTN,2/16/2024,1518.9,16,7.9,717.1,0.9,16.8,0.1
SPWH,2/16/2024,679.7,-498.7,10,149.6,0.5,-16.2,0.1
SPWR,2/16/2024,870.2,-9.1,-19.7,634.8,1.5,-5.3,0.3
SPXC,2/16/2024,5611.2,65.7,39.7,5038.2,4.4,162,3
